date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:45:36	36726/36726	---MCZ	200	added ('OK')	text/css	date:Mon,%2013%20Jan%202025%2013:24:48%20GMT	https://roomguide.kr/wp-content/plugins/wp-grid-builder/public/css/facets.css?ver=2.1.5	./roomguide_clone/roomguide.kr/wp-content/plugins/wp-grid-builder/public/css/facetsd63f.css	(from https://roomguide.kr/)
14:45:37	11136/11136	---MCZ	200	added ('OK')	text/css	date:Mon,%2013%20Jan%202025%2013:28:24%20GMT	https://roomguide.kr/wp-content/plugins/wp-grid-builder-map-facet/assets/css/map.css?ver=2.0.3	./roomguide_clone/roomguide.kr/wp-content/plugins/wp-grid-builder-map-facet/assets/css/mapb95e.css	(from https://roomguide.kr/)
14:45:37	215/215	---M--	200	added ('OK')	text/css	date:Mon,%2013%20Jan%202025%2013:42:34%20GMT	https://roomguide.kr/wp-content/uploads/wpgb/facets/styles.css?ver=1736775754	./roomguide_clone/roomguide.kr/wp-content/uploads/wpgb/facets/stylese327.css	(from https://roomguide.kr/)
14:45:38	14153/14153	---M--	200	added ('OK')	image/svg+xml	date:Wed,%2025%20Dec%202024%2015:14:28%20GMT	https://roomguide.kr/wp-content/uploads/gn-roomguide-light.svg	./roomguide_clone/roomguide.kr/wp-content/uploads/gn-roomguide-light.svg	(from https://roomguide.kr/)
14:45:39	96579/96579	---M--	200	added ('OK')	image/jpeg	date:Fri,%2010%20Jan%202025%2016:38:17%20GMT	https://roomguide.kr/wp-content/uploads/gn-1920-4-1024x769.jpg	./roomguide_clone/roomguide.kr/wp-content/uploads/gn-1920-4-1024x769.jpg	(from https://roomguide.kr/)
14:45:40	93903/93903	---MCZ	200	added ('OK')	text/html	date:Wed,%2008%20Apr%202026%2018:01:19%20GMT	https://roomguide.kr/%ea%b0%95%eb%82%a8/%ec%85%94%ec%b8%a0%eb%a3%b8/	./roomguide_clone/roomguide.kr/%ea%b0%95%eb%82%a8/%ec%85%94%ec%b8%a0%eb%a3%b8/index.html	(from https://roomguide.kr/)
14:45:40	121425/121425	---MCZ	200	added ('OK')	text/html	date:Wed,%2008%20Apr%202026%2014:02:41%20GMT	https://roomguide.kr/%ea%b0%95%eb%82%a8/%ed%95%98%ec%9d%b4%ed%8d%bc%eb%b8%94%eb%a6%ad/	./roomguide_clone/roomguide.kr/%ea%b0%95%eb%82%a8/%ed%95%98%ec%9d%b4%ed%8d%bc%eb%b8%94%eb%a6%ad/index.html	(from https://roomguide.kr/)
14:45:42	189355/189355	---M--	200	added ('OK')	image/jpeg	date:Fri,%2010%20Jan%202025%2016:36:27%20GMT	https://roomguide.kr/wp-content/uploads/%ea%b0%95%eb%82%a8-%ed%95%98%ec%9d%b4%ed%8d%bc%eb%b8%94%eb%a6%ad-%ec%9d%b4%eb%af%b8%ec%a7%80-91.jpg	./roomguide_clone/roomguide.kr/wp-content/uploads/%ea%b0%95%eb%82%a8-%ed%95%98%ec%9d%b4%ed%8d%bc%eb%b8%94%eb%a6%ad-%ec%9d%b4%eb%af%b8%ec%a7%80-91.jpg	(from https://roomguide.kr/)
14:45:42	83855/83855	---MCZ	200	added ('OK')	text/html	date:Wed,%2008%20Apr%202026%2022:35:40%20GMT	https://roomguide.kr/%ea%b0%95%eb%82%a8/%eb%a0%88%ea%b9%85%ec%8a%a4%eb%a3%b8/	./roomguide_clone/roomguide.kr/%ea%b0%95%eb%82%a8/%eb%a0%88%ea%b9%85%ec%8a%a4%eb%a3%b8/index.html	(from https://roomguide.kr/)
14:45:44	143187/143187	---MCZ	200	added ('OK')	text/html	date:Wed,%2008%20Apr%202026%2014:26:04%20GMT	https://roomguide.kr/%ea%b0%95%eb%82%a8/%ec%a9%9c%ec%98%a4/	./roomguide_clone/roomguide.kr/%ea%b0%95%eb%82%a8/%ec%a9%9c%ec%98%a4/index.html	(from https://roomguide.kr/)
14:45:44	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2009%20Apr%202026%2005:45:44%20GMT	https://roomguide.kr/wp-content/uploads/%ea%b0%95%eb%82%a8-%ed%95%98%ec%9d%b4%ed%8d%bc%eb%b8%94%eb%a6%ad-%ec%9d%b4%eb%af%b8%ec%a7%80-91.jpg%20639w,%20https://roomguide.kr/wp-content/uploads/%ea%b0%95%eb%82%a8-%ed%95%98%ec%9d%b4%ed%8d%bc%eb%b8%94%eb%a6%ad-%ec%9d%b4%eb%af%b8%ec%a7%80-91-213x300.jpg%20213w	./roomguide_clone/roomguide.kr/wp-content/uploads/%ea%b0%95%eb%82%a8-%ed%95%98%ec%9d%b4%ed%8d%bc%eb%b8%94%eb%a6%ad-%ec%9d%b4%eb%af%b8%ec%a7%80-91.jpg%20639w,%20https_/roomguide.kr/wp-content/uploads/%ea%b0%95%eb%82%a8-%ed%95%98%ec%9d%b4%ed%8d%bc%eb%b8%94%eb%a6%ad-%ec%9d%b4%eb%af%b8%ec%a7%80-91-213x300.jpg%20213w	(from https://roomguide.kr/)
14:45:45	55209/55209	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2009%20Apr%202026%2005:45:45%20GMT	https://roomguide.kr/wp-content/uploads/%ea%b0%95%eb%82%a8-%ed%95%98%ec%9d%b4%ed%8d%bc%eb%b8%94%eb%a6%ad-%ec%9d%b4%eb%af%b8%ec%a7%80-91.jpg%20639w,%20https:/roomguide.kr/wp-content/uploads/%ea%b0%95%eb%82%a8-%ed%95%98%ec%9d%b4%ed%8d%bc%eb%b8%94%eb%a6%ad-%ec%9d%b4%eb%af%b8%ec%a7%80-91-213x300.jpg%20213w	./roomguide_clone/roomguide.kr/wp-content/uploads/%ea%b0%95%eb%82%a8-%ed%95%98%ec%9d%b4%ed%8d%bc%eb%b8%94%eb%a6%ad-%ec%9d%b4%eb%af%b8%ec%a7%80-91.jpg%20639w,%20https_/roomguide.kr/wp-content/uploads/%ea%b0%95%eb%82%a8-%ed%95%98%ec%9d%b4%ed%8d%bc%eb%b8%94%eb%a6%ad-%ec%9d%b4%eb%af%b8%ec%a7%80-91-213x300.jpg%20213w	(from https://roomguide.kr/)
14:45:46	82613/82613	---MCZ	200	added ('OK')	text/html	date:Wed,%2008%20Apr%202026%2016:16:05%20GMT	https://roomguide.kr/%ea%b0%95%eb%82%a8/%ea%b0%80%eb%9d%bc%ec%98%a4%ec%bc%80/	./roomguide_clone/roomguide.kr/%ea%b0%95%eb%82%a8/%ea%b0%80%eb%9d%bc%ec%98%a4%ec%bc%80/index.html	(from https://roomguide.kr/)
14:45:46	86035/86035	---MCZ	200	added ('OK')	text/html	date:Thu,%2009%20Apr%202026%2004:40:51%20GMT	https://roomguide.kr/%ea%b0%95%eb%82%a8/%ed%98%b8%ec%8a%a4%ed%8a%b8%eb%b0%94/	./roomguide_clone/roomguide.kr/%ea%b0%95%eb%82%a8/%ed%98%b8%ec%8a%a4%ed%8a%b8%eb%b0%94/index.html	(from https://roomguide.kr/)
14:45:47	77796/77796	---M--	200	added ('OK')	image/jpeg	date:Fri,%2010%20Jan%202025%2016:03:52%20GMT	https://roomguide.kr/wp-content/uploads/%ea%b0%95%eb%82%a8115.jpg	./roomguide_clone/roomguide.kr/wp-content/uploads/%ea%b0%95%eb%82%a8115.jpg	(from https://roomguide.kr/)
14:45:48	79858/79858	---MCZ	200	added ('OK')	text/html	date:Wed,%2008%20Apr%202026%2013:49:56%20GMT	https://roomguide.kr/%ea%b0%95%eb%82%a8/%ed%81%b4%eb%9f%bd/	./roomguide_clone/roomguide.kr/%ea%b0%95%eb%82%a8/%ed%81%b4%eb%9f%bd/index.html	(from https://roomguide.kr/)
14:45:48	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2009%20Apr%202026%2005:45:48%20GMT	https://roomguide.kr/wp-content/uploads/gn-1920-4-1024x769.jpg%201024w,%20https://roomguide.kr/wp-content/uploads/gn-1920-4-300x225.jpg%20300w,%20https://roomguide.kr/wp-content/uploads/gn-1920-4-768x577.jpg%20768w,%20https://roomguide.kr/wp-content/uploads/gn-1920-4-1536x1154.jpg%201536w,%20https://roomguide.kr/wp-content/uploads/gn-1920-4.jpg%201920w	./roomguide_clone/roomguide.kr/wp-content/uploads/gn-1920-4-1024x769.jpg%201024w,%20https_/roomguide.kr/wp-content/uploads/gn-1920-4-300x225.jpg%20300w,%20https_/roomguide.kr/wp-content/uploads/gn-1920-4-768x577.jpg%20768w,%20ht/gn-1920-4.1d.delaye	(from https://roomguide.kr/)
14:45:49	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2009%20Apr%202026%2005:45:49%20GMT	https://roomguide.kr/wp-content/uploads/%ea%b0%95%eb%82%a8115.jpg%201050w,%20https://roomguide.kr/wp-content/uploads/%ea%b0%95%eb%82%a8115-225x300.jpg%20225w,%20https://roomguide.kr/wp-content/uploads/%ea%b0%95%eb%82%a8115-768x1024.jpg%20768w	./roomguide_clone/roomguide.kr/wp-content/uploads/%ea%b0%95%eb%82%a8115.jpg%201050w,%20https_/roomguide.kr/wp-content/uploads/%ea%b0%95%eb%82%a8115-225x300.jpg%20225w,%20https_/roomguide.kr/wp-content/uploads/%ea%b0%95%eb%82%a8115-768x1024.jpg%20768w	(from https://roomguide.kr/)
14:45:50	55083/55083	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2009%20Apr%202026%2005:45:50%20GMT	https://roomguide.kr/wp-content/uploads/%ea%b0%95%eb%82%a8115.jpg%201050w,%20https:/roomguide.kr/wp-content/uploads/%ea%b0%95%eb%82%a8115-225x300.jpg%20225w,%20https:/roomguide.kr/wp-content/uploads/%ea%b0%95%eb%82%a8115-768x1024.jpg%20768w	./roomguide_clone/roomguide.kr/wp-content/uploads/%ea%b0%95%eb%82%a8115.jpg%201050w,%20https_/roomguide.kr/wp-content/uploads/%ea%b0%95%eb%82%a8115-225x300.jpg%20225w,%20https_/roomguide.kr/wp-content/uploads/%ea%b0%95%eb%82%a8115-768x1024.jpg%20768w	(from https://roomguide.kr/)
14:45:52	138948/138948	---M--	200	added ('OK')	image/jpeg	date:Fri,%2010%20Jan%202025%2016:36:19%20GMT	https://roomguide.kr/wp-content/uploads/%ea%b0%95%eb%82%a8-%ed%95%98%ec%9d%b4%ed%8d%bc%eb%b8%94%eb%a6%ad-%ec%9d%b4%eb%af%b8%ec%a7%80-42.jpg	./roomguide_clone/roomguide.kr/wp-content/uploads/%ea%b0%95%eb%82%a8-%ed%95%98%ec%9d%b4%ed%8d%bc%eb%b8%94%eb%a6%ad-%ec%9d%b4%eb%af%b8%ec%a7%80-42.jpg	(from https://roomguide.kr/)
14:45:52	139038/139038	---M--	200	added ('OK')	image/jpeg	date:Fri,%2010%20Jan%202025%2016:36:17%20GMT	https://roomguide.kr/wp-content/uploads/%ea%b0%95%eb%82%a8-%ed%95%98%ec%9d%b4%ed%8d%bc%eb%b8%94%eb%a6%ad-%ec%9d%b4%eb%af%b8%ec%a7%80-40.jpg	./roomguide_clone/roomguide.kr/wp-content/uploads/%ea%b0%95%eb%82%a8-%ed%95%98%ec%9d%b4%ed%8d%bc%eb%b8%94%eb%a6%ad-%ec%9d%b4%eb%af%b8%ec%a7%80-40.jpg	(from https://roomguide.kr/)
14:45:53	128692/128692	---M--	200	added ('OK')	image/jpeg	date:Fri,%2010%20Jan%202025%2020:18:23%20GMT	https://roomguide.kr/wp-content/uploads/gn831.jpg	./roomguide_clone/roomguide.kr/wp-content/uploads/gn831.jpg	(from https://roomguide.kr/)
14:45:54	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2009%20Apr%202026%2005:45:53%20GMT	https://roomguide.kr/wp-content/uploads/%ea%b0%95%eb%82%a8-%ed%95%98%ec%9d%b4%ed%8d%bc%eb%b8%94%eb%a6%ad-%ec%9d%b4%eb%af%b8%ec%a7%80-42.jpg%201280w,%20https://roomguide.kr/wp-content/uploads/%ea%b0%95%eb%82%a8-%ed%95%98%ec%9d%b4%ed%8d%bc%eb%b8%94%eb%a6%ad-%ec%9d%b4%eb%af%b8%ec%a7%80-42-225x300.jpg%20225w,%20https://roomguide.kr/wp-content/uploads/%ea%b0%95%eb%82%a8-%ed%95%98%ec%9d%b4%ed%8d%bc%eb%b8%94%eb%a6%ad-%ec%9d%b4%eb%af%b8%ec%a7%80-42-768x1024.jpg%20768w,%20https://roomguide.kr/wp-content/uploads/%ea%b0%95%eb%82%a8-%ed%95%98%ec%9d%b4%ed%8d%bc%eb%b8%94%eb%a6%ad-%ec%9d%b4%eb%af%b8%ec%a7%80-42-1152x1536.jpg%201152w	./roomguide_clone/roomguide.kr/wp-content/uploads/%ea%b0%95%eb%82%a8-%ed%95%98%ec%9d%b4%ed%8d%bc%eb%b8%94%eb%a6%ad-%ec%9d%b4%eb%af%b8%ec%a7%80-42.jpg%201280w,%20https_/roomguide.kr/wp-content/uploads/%ea%b0%95%eb%82%a8-%ed%95%98%ec%9d%b4%ed%8d%bc%eb%b8%94%eb%a6%ad-%ec%9d%b4%eb%af%b8%ec%a7%80-42-225x300.jpg%20225w,%20https_/roomguide.kr/wp-content/uploads/%ea%b0%95%eb%82%a8-%ed%95%98%ec%9d%b4%ed%8d%bc%eb%b8%94%eb%a6%ad-%ec%9d%b4%eb%af%b8%ec%a7%80-42-768x102/%ea%b0%95%eb%82%a8-%ed%95%98%ec%9d%b4%ed%8d%bc%eb%b8%94%eb%a6%ad-%ec%9d%b4%eb%af%b8%ec%a7%80-42-1152x15	(from https://roomguide.kr/)
14:45:54	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2009%20Apr%202026%2005:45:54%20GMT	https://roomguide.kr/wp-content/uploads/%ea%b0%95%eb%82%a8-%ed%95%98%ec%9d%b4%ed%8d%bc%eb%b8%94%eb%a6%ad-%ec%9d%b4%eb%af%b8%ec%a7%80-40.jpg%201280w,%20https://roomguide.kr/wp-content/uploads/%ea%b0%95%eb%82%a8-%ed%95%98%ec%9d%b4%ed%8d%bc%eb%b8%94%eb%a6%ad-%ec%9d%b4%eb%af%b8%ec%a7%80-40-300x300.jpg%20300w,%20https://roomguide.kr/wp-content/uploads/%ea%b0%95%eb%82%a8-%ed%95%98%ec%9d%b4%ed%8d%bc%eb%b8%94%eb%a6%ad-%ec%9d%b4%eb%af%b8%ec%a7%80-40-1024x1024.jpg%201024w,%20https://roomguide.kr/wp-content/uploads/%ea%b0%95%eb%82%a8-%ed%95%98%ec%9d%b4%ed%8d%bc%eb%b8%94%eb%a6%ad-%ec%9d%b4%eb%af%b8%ec%a7%80-40-150x150.jpg%20150w,%20https://roomguide.kr/wp-content/uploads/%ea%b0%95%eb%82%a8-%ed%95%98%ec%9d%b4%ed%8d%bc%eb%b8%94%eb%a6%ad-%ec%9d%b4%eb%af%b8%ec%a7%80-40-768x768.jpg%20768w	./roomguide_clone/roomguide.kr/wp-content/uploads/%ea%b0%95%eb%82%a8-%ed%95%98%ec%9d%b4%ed%8d%bc%eb%b8%94%eb%a6%ad-%ec%9d%b4%eb%af%b8%ec%a7%80-40.jpg%201280w,%20https_/roomguide.kr/wp-content/uploads/%ea%b0%95%eb%82%a8-%ed%95%98%ec%9d%b4%ed%8d%bc%eb%b8%94%eb%a6%ad-%ec%9d%b4%eb%af%b8%ec%a7%80-40-300x300.jpg%20300w,%20https_/roomguide.kr/wp-content/uploads/%ea%b0%95%eb%82%a8-%ed%95%98%ec%9d%b4%ed%8d%bc%eb%b8%94%eb%a6%ad-%ec%9d%b4%eb%af%b8%ec%a7%80-40-1024x10/%ea%b0%95%eb%82%a8-%ed%95%98%ec%9d%b4%ed%8d%bc%eb%b8%94%eb%a6%ad-%ec%9d%b4%eb%af%b8%ec%a7%80-40-768x768	(from https://roomguide.kr/)
14:45:55	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2009%20Apr%202026%2005:45:55%20GMT	https://roomguide.kr/wp-content/uploads/gn831.jpg%201080w,%20https://roomguide.kr/wp-content/uploads/gn831-225x300.jpg%20225w,%20https://roomguide.kr/wp-content/uploads/gn831-768x1024.jpg%20768w	./roomguide_clone/roomguide.kr/wp-content/uploads/gn831.jpg%201080w,%20https_/roomguide.kr/wp-content/uploads/gn831-225x300.jpg%20225w,%20https_/roomguide.kr/wp-content/uploads/gn831-768x1024.jpg%20768w	(from https://roomguide.kr/)
14:45:56	54987/54987	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2009%20Apr%202026%2005:45:56%20GMT	https://roomguide.kr/wp-content/uploads/gn831.jpg%201080w,%20https:/roomguide.kr/wp-content/uploads/gn831-225x300.jpg%20225w,%20https:/roomguide.kr/wp-content/uploads/gn831-768x1024.jpg%20768w	./roomguide_clone/roomguide.kr/wp-content/uploads/gn831.jpg%201080w,%20https_/roomguide.kr/wp-content/uploads/gn831-225x300.jpg%20225w,%20https_/roomguide.kr/wp-content/uploads/gn831-768x1024.jpg%20768w	(from https://roomguide.kr/)
14:45:57	81524/81524	---M--	200	added ('OK')	image/jpeg	date:Fri,%2010%20Jan%202025%2016:42:54%20GMT	https://roomguide.kr/wp-content/uploads/%ea%b0%95%eb%82%a8-%ed%95%98%ec%9d%b4%ed%8d%bc%eb%b8%94%eb%a6%ad-%ec%9d%b4%eb%af%b8%ec%a7%80-62.jpg	./roomguide_clone/roomguide.kr/wp-content/uploads/%ea%b0%95%eb%82%a8-%ed%95%98%ec%9d%b4%ed%8d%bc%eb%b8%94%eb%a6%ad-%ec%9d%b4%eb%af%b8%ec%a7%80-62.jpg	(from https://roomguide.kr/)
14:45:58	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2009%20Apr%202026%2005:45:58%20GMT	https://roomguide.kr/wp-content/uploads/%ea%b0%95%eb%82%a8-%ed%95%98%ec%9d%b4%ed%8d%bc%eb%b8%94%eb%a6%ad-%ec%9d%b4%eb%af%b8%ec%a7%80-62.jpg%20640w,%20https://roomguide.kr/wp-content/uploads/%ea%b0%95%eb%82%a8-%ed%95%98%ec%9d%b4%ed%8d%bc%eb%b8%94%eb%a6%ad-%ec%9d%b4%eb%af%b8%ec%a7%80-62-240x300.jpg%20240w	./roomguide_clone/roomguide.kr/wp-content/uploads/%ea%b0%95%eb%82%a8-%ed%95%98%ec%9d%b4%ed%8d%bc%eb%b8%94%eb%a6%ad-%ec%9d%b4%eb%af%b8%ec%a7%80-62.jpg%20640w,%20https_/roomguide.kr/wp-content/uploads/%ea%b0%95%eb%82%a8-%ed%95%98%ec%9d%b4%ed%8d%bc%eb%b8%94%eb%a6%ad-%ec%9d%b4%eb%af%b8%ec%a7%80-62-240x300.jpg%20240w	(from https://roomguide.kr/)
